,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0016064,BP,immunoglobulin mediated immune response,127,28,0.411427047859776,1,PARP3;SLC15A4;CRP;HLA-DMB;HLA-DPB1;HLA-DQB1;HLA-DQB2;HLA-DRA;HLA-DRB1;HLA-E;APCS;IL2;INPP5D;IRF7;MLH1;MSH2;SHLD2;HMCES;NECTIN2;NOD2;TNF;C1R;C3;C4BPA;C5;NDFIP1;RNF8;CD81
GO:1900087,BP,positive regulation of G1/S transition of mitotic cell cycle,43,11,0.411656721615018,1,CYP1A1;EGFR;AKT1;RGCC;MDM2;PLRG1;KMT2E;RPTOR;TFDP1;CUL4A;CCND3
GO:0038026,BP,reelin-mediated signaling pathway,8,3,0.411718515608473,1,CRKL;DAB2IP;PAFAH1B1
GO:0061015,BP,snRNA import into nucleus,2,1,0.411769527676142,1,RAN
GO:2001246,BP,negative regulation of phosphatidylcholine biosynthetic process,1,1,0.411795347240585,1,LPCAT1
GO:0006657,BP,CDP-choline pathway,6,2,0.411810727078499,1,CDS1;CHPT1
GO:2000008,BP,regulation of protein localization to cell surface,39,11,0.412029808306278,1,ABCA7;COMMD1;ABCA2;AKT1;ASTN2;NEDD4L;TAX1BP3;LEPROT;BDNF;TNF;KCNAB2;ACTN2
GO:0008630,BP,intrinsic apoptotic signaling pathway in response to DNA damage,98,25,0.412229645906817,1,BCL2L11;CHEK2;CRIP1;E2F1;HIPK1;CIDEB;HTRA2;HIC1;MIF;MLH1;MSH2;ATM;PIK3R1;PML;BAD;CCAR2;RPL26;BRCA2;TNF;TP53;TP73;TPT1;BAG6;CASP2;DYRK2;MAEL;TP63;CD44
GO:2001226,BP,negative regulation of chloride transport,2,1,0.412240715410123,1,ANO9
GO:0002125,BP,maternal aggressive behavior,3,1,0.412643309345015,1,AVP
GO:0000165,BP,MAPK cascade,741,186,0.412710354426765,1,SH2B3;SH2D3C;SORBS3;TENM1;SPRY1;ABCA7;NOD1;TAB1;ZMYND11;FRS2;NPFFR2;FERMT2;IRAK3;AKAP13;CD300A;FCRL3;CCR1;CCR7;MAP3K8;CRKL;CSK;CSPG4;PIK3R6;CTSH;DAB2IP;SH3RF2;ADRB3;BMPER;GSDME;NLRP6;DLG1;DUSP5;DUSP6;DUSP7;DVL2;EFNA1;EGFR;FLCN;EPHA8;EPHB2;AKT1;ERN1;MECOM;F2R;PTK2B;FBLN1;DOK6;LEMD2;FGF4;FGF8;MAPK15;FGFR1;FLT4;FN1;SIRT3;ALK;ALOX12B;FSHR;SHC2;RHBDD3;GHR;STK39;RNF149;GPS1;GRB10;GRM1;GRM4;GSTP1;NRG1;HLA-DRB1;HRAS;ICAM1;C1QL4;SH3RF3;APOE;IGF1R;IGF2;IL11;ILK;INSR;ITGAV;ITPKB;KRAS;LRP1;LYN;ARRB2;MBP;MAP3K5;MIF;MMP8;MYC;ATF3;NF1;NODAL;NTRK3;ROR2;OPRK1;OPRM1;P2RY1;PAFAH1B1;PAK1;PRKN;PDE6G;PDE8A;PDGFB;PDGFRA;NLK;PIK3R2;PKHD1;PLA2G5;PPEF2;PPP1CC;BANK1;AVP;PPP5C;SLC30A10;DOK4;PRKCA;PRKCE;LMO3;PRKCZ;MAPK1;MAPK8;MAPK10;PDGFC;MAP2K3;MAP2K5;MAP2K6;MAP2K7;PSEN1;PRDM11;PTGER4;NDRG2;SEMA6A;JCAD;SH3RF1;PTPN3;PTPN7;RAP1A;RAP1B;TRPV4;ROBO1;SERPINB3;CCL18;CCL22;CCL23;NOD2;SFRP1;BMP4;WNK2;SPI1;SRC;DENND2B;ZFP36L1;STK3;TBX1;TEK;TGFA;THPO;TNF;TRAF2;WNT7A;WNT7B;ZFP36;FZD5;ZC3H12A;DUSP16;LBH;AXIN1;CCM2;ITCH;STK40;BCAR3;TRAF7;MAP4K3;SHANK3;CAV2;MAP3K14;MAP3K13;CD4;MFHAS1;GPR55;KL;MAP4K4;HAND2;CD36;CD44;TRAF4;CD81;CDC42
GO:1901896,BP,positive regulation of ATPase-coupled calcium transmembrane transporter activity,4,2,0.413018079472695,1,HSPA2;RYR2
GO:1990535,BP,neuron projection maintenance,9,3,0.413053071744743,1,INSR;ATP1A3;PSEN1
GO:0097327,BP,response to antineoplastic agent,6,2,0.41313884831075,1,ADAM10;RAP1A;RPL18A
GO:1902237,BP,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,10,3,0.413172798103127,1,BCL2L11;DDIT3;NCK1
GO:1901724,BP,positive regulation of cell proliferation involved in kidney development,8,3,0.413207473919436,1,EGR1;MYC;PDGFB
GO:0040038,BP,polar body extrusion after meiotic divisions,4,2,0.413250702635886,1,SPIRE1;SPIRE2
GO:0009226,BP,nucleotide-sugar biosynthetic process,19,5,0.413290544184961,1,GNPDA1;GMDS;GFUS;UGDH;GFPT2
GO:1905349,BP,ciliary transition zone assembly,2,1,0.413322447629516,1,DZIP1L
GO:1904732,BP,regulation of electron transfer activity,7,2,0.41335824762126,1,COX17;COA8
GO:0086024,BP,adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate,1,1,0.413401512643313,1,PDE4D
GO:0002224,BP,toll-like receptor signaling pathway,112,27,0.413805924929333,1,FLOT1;IRAK3;CD300A;FCRL3;SLC15A4;DAB2IP;CYBA;NLRP6;GRAMD4;RFTN1;GFI1;IRAK2;IRF7;LYN;ARRB2;NFKBIA;NFKBIL1;PRKCE;WDFY1;PTPRS;CACTIN;NOD2;TNIP2;TNIP3;MFHAS1;BPIFB1;CD36;NR1D1
GO:0060391,BP,positive regulation of SMAD protein signal transduction,18,6,0.413826741814789,1,RBPMS;PARP1;JAK2;NODAL;BMP4;BMP6
GO:0051823,BP,regulation of synapse structural plasticity,7,3,0.413827957186745,1,CAMK2B;SHANK3;CDC42
GO:0001822,BP,kidney development,285,80,0.413926571563829,1,BCL2L11;SPRY1;CENPF;OSR2;COL4A3;COL4A4;CTSH;AP2B1;DACT2;BMPER;DLG1;EGR1;FLCN;EXT1;FBN1;FGF8;AKR1B1;SULF1;WWTR1;TIPARP;KLHL3;GDNF;GLI3;KLF15;APAF1;HPGD;FMN1;PKD1L3;ILK;KCNJ8;TACSTD2;EPCAM;SMAD2;ASS1;MYC;MYO1E;NF1;NID1;OVOL1;PAX2;PBX1;WDPCP;PDGFB;PDGFRA;PKHD1;DCHS2;KIF26B;SULF2;PTCH1;CC2D2A;RARB;SFRP1;SIX1;BMP4;BMP6;STAT1;TEK;TFAP2A;TFAP2B;TP73;WNT7B;WNT2B;ZBTB16;PAX8;BAG6;IRX1;CALB1;DYNC2H1;GREB1L;FRAS1;ARID5B;KIRREL3;GLIS2;CAT;ITGA8;DCHS1;FADD;ALDH1A2;DLG5;MTSS1;MAGI2
GO:0048661,BP,positive regulation of smooth muscle cell proliferation,99,25,0.413932397601446,1,CDH13;ABCC4;CYBA;EGFR;AKT1;ERN1;AKR1B1;LDLRAP1;FOXP1;HPGD;JAK2;JUN;MDM2;MAP3K5;MMP2;PAK1;PDGFB;SMPD3;BMP4;STAT1;TGM2;TNF;DDX39B;NR4A3;HDAC4
GO:1990764,BP,myofibroblast contraction,2,1,0.413934177246394,1,PDPN
GO:0032984,BP,protein-containing complex disassembly,216,56,0.414734174902633,1,KATNB1;CFL1;TRIOBP;IRAK3;KIF19;TTBK2;EIF5A;DMTN;ATG14;TPX2;CLEC16A;CLASP1;GAK;SPEF1;GSN;NCKAP5;IGF1R;INSR;KIF5B;STMND1;MAP1B;MYC;HDGFL3;VILL;STMN3;CHMP5;VTA1;PEX14;MAP1S;TMEM39A;CARMIL1;MICAL3;CAMSAP3;SPTBN4;TRPV4;ABCE1;VPS16;JMJD4;SMARCC2;SPTB;SVIL;TNF;UVRAG;PHF23;FYCO1;CALM1;RUBCNL;CAPZA1;CAPZA2;CAPZB;GRWD1;SCIN;ACTN2;BMERB1;SEMA5A;VPS4B;MICAL2;RUBCN;DNAJC6
GO:0055067,BP,monovalent inorganic cation homeostasis,141,37,0.414895956581806,1,COMT;ADORA1;LACC1;ATP6V0E2;DMXL1;EXT1;NEDD4L;SNX5;SLC9A9;KCNJ10;KCNMA1;ATP1A1;ATP1A3;ATP1B2;ATP6V0A4;RHCG;ATP6V1H;PDK2;PDK4;CLN6;AVP;MAPK1;SLC12A5;TMPRSS3;SLC1A3;SLC8A1;SLC9A1;SLC9A3;SLC9A5;SLC12A4;TFAP2B;UBE3A;CA7;SLC4A9;TMEM175;SLC12A8;SLC4A4;CCKBR;SLC4A8
GO:0032435,BP,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,34,9,0.415024632396072,1,PARK7;KLHL40;FHIT;WAC;TRIM39;CCAR2;USP7;BAG6;EIF3H
GO:0021766,BP,hippocampus development,78,22,0.415137424675854,1,CDK6;SEMA6B;CRKL;DAB1;KDM6B;ALK;TSKU;GLI3;KCNA1;KIF5B;LMX1A;ATP2B4;OGDH;PAFAH1B1;LEF1;PTPRS;BCAN;NEUROD6;SRD5A1;NR2E1;BTG2;KIRREL3;WNT3A
GO:0070487,BP,monocyte aggregation,5,2,0.415158855003213,1,NR4A3;CD44
